title,year,director,image,excerpt
cat ballou,1965,,https://upload.wikimedia.org/wikipedia/en/5/57/Cat_Ballou_Poster.jpeg,"Cat Ballou is a 1965 American Western comedy film starring Jane Fonda and Lee Marvin, who won an Academy Award for his dual role. The story involves a woman who hires a notorious gunman to protect her father's ranch and later to avenge his murder, only to find that the gunman is not who she expected. The supporting cast features Tom Nardini, Michael Callan, Dwayne Hickman, with Nat King Cole and Stubby Kaye, who together perform the film's theme song, in addition to appearing throughout the film in the form of travelling minstrels or troubadours as a kind of musical Greek chorus and framing device."
"the good, the bad and the ugly",1966,,https://upload.wikimedia.org/wikipedia/en/4/45/Good_the_bad_and_the_ugly_poster.jpg,"The Good, the Bad and the Ugly is a 1966 Italian epic spaghetti Western film directed by Sergio Leone and starring Clint Eastwood as ""the Good"", Lee Van Cleef as ""the Bad"", and Eli Wallach as ""the Ugly"". Its screenplay was written by Age & Scarpelli, Luciano Vincenzoni, and Leone, based on a story by Vincenzoni and Leone. Director of photography Tonino Delli Colli was responsible for the film's sweeping Techniscope cinematography, and Ennio Morricone composed the film's score."
who's afraid of virginia woolf?,1966,,https://upload.wikimedia.org/wikipedia/en/7/7c/Original_movie_poster_for_the_film_Who%27s_Afraid_of_Virginia_Woolf%3F.jpg,"Who's Afraid of Virginia Woolf? is a 1966 American drama film directed by Mike Nichols in his film directorial debut, produced and adapted by Ernest Lehman from Edward Albee's 1962 play. It stars Elizabeth Taylor as Martha, Richard Burton as George, George Segal as Nick, and Sandy Dennis as Honey. The film depicts a late-night gathering at the home of a college professor and his wife."
a man for all seasons,1966,,https://upload.wikimedia.org/wikipedia/en/c/cb/A_Man_for_All_Seasons_%281966_movie_poster%29.gif,"A Man for All Seasons is a 1966 British historical drama film directed and produced by Fred Zinnemann, adapted by Robert Bolt from his play of the same name. It depicts the final years of Sir Thomas More, the 16th-century Lord Chancellor of England who refused both to sign a letter asking Pope Clement VII to annul Henry VIII of England's marriage to Catherine of Aragon and to take an Oath of Supremacy declaring Henry Supreme Head of the Church of England."
cool hand luke,1967,,https://upload.wikimedia.org/wikipedia/en/4/48/Cool_Hand_Luke_Poster.jpg,"Cool Hand Luke is a 1967 American prison drama film directed by Stuart Rosenberg written by Donn Pearce and Frank Pierson, and starring Paul Newman in the title role. The cast also features George Kennedy, J. D. Cannon, Strother Martin and Jo Van Fleet. Based on Pearce's semi-autobiographical 1965 novel, the film is about a nonconformist convict in an early 1950s Florida prison camp who refuses to submit to the system."
guess whos coming to dinner,1967,,,
the graduate,1967,,https://upload.wikimedia.org/wikipedia/en/8/8b/Graduateposter67.jpg,"The Graduate is a 1967 American romantic comedy-drama film directed by Mike Nichols, adapted by Buck Henry and Calder Willingham from Charles Webb's 1963 novella. It stars Dustin Hoffman, Anne Bancroft, and Katharine Ross. The film follows Benjamin Braddock (Hoffman), a recent college graduate who is seduced by an older married woman, Mrs. Robinson (Bancroft), but falls for her daughter, Elaine (Ross). The soundtrack was recorded by Simon & Garfunkel, and featured the hit single ""Mrs. Robinson""."
the producers,1967,,,
bonnie and clyde,1967,,https://upload.wikimedia.org/wikipedia/commons/b/b6/Bonnie_and_Clyde_%281967_teaser_poster%29.jpg,"Bonnie and Clyde is a 1967 American biographical crime drama film directed by Arthur Penn and starring Warren Beatty and Faye Dunaway as Clyde Barrow and Bonnie Parker, outlaws and romantic partners in the Great Depression-era American South. The cast also features Michael J. Pollard, Gene Hackman, and Estelle Parsons. The screenplay was written by David Newman and Robert Benton ; Beatty also produced the film."
in the heat of the night,1967,,https://upload.wikimedia.org/wikipedia/en/d/d5/In_the_Heat_of_the_Night_%28film%29.jpg,"In the Heat of the Night is a 1967 American Southern Gothic mystery-drama film directed by Norman Jewison, produced by Walter Mirisch, and starring Sidney Poitier and Rod Steiger. It tells the story of Virgil Tibbs (Poitier), a black police detective from Philadelphia, who becomes embroiled in a murder investigation in a small town in Mississippi. The film was adapted by Stirling Silliphant from John Ball's 1965 novel of the same name."
the jungle book,1967,,,
once upon a time in the west,1968,,,
bullitt,1968,,,
the odd couple,1968,,,
funny girl,1968,,,
butch cassidy and the sundance kid,1969,,,
easy rider,1969,,,
the wild bunch,1969,,,
midnight cowboy,1969,,https://upload.wikimedia.org/wikipedia/en/f/f2/Midnight_Cowboy-poster.jpg,"Midnight Cowboy is a 1969 American drama film directed by John Schlesinger, adapted by Waldo Salt from the 1965 novel by James Leo Herlihy. The film stars Dustin Hoffman and Jon Voight, with supporting roles played by Sylvia Miles, John McGiver, Brenda Vaccaro, Bob Balaban, Jennifer Salt and Barnard Hughes. Set in New York City, Midnight Cowboy depicts the unlikely friendship between two lost and lonely hustlers: naïve prostitute Joe Buck (Voight) and ailing con man Rico Rizzo (Hoffman), referred to as ""Ratso""."
love story,1970,,https://upload.wikimedia.org/wikipedia/en/b/b7/Love_Story_%281970_film%29.jpg,"Love Story is a 1970 American romantic drama film directed by Arthur Hiller, adapted by Erich Segal from his 1970 novel. It stars Ali MacGraw and Ryan O'Neal, and features John Marley, Ray Milland, and Tommy Lee Jones in his film debut. The film is about a relationship between two students at Harvard College - the upper-class Oliver Barrett IV (O'Neal) and the working-class Jenny Cavilleri (MacGraw) - who is eventually affected by tragedy."
five easy pieces,1970,,https://upload.wikimedia.org/wikipedia/en/d/d3/Five_easy_pieces.jpg,"Five Easy Pieces is a 1970 American road drama film directed by Bob Rafelson, written by Rafelson and Carole Eastman, and starring Jack Nicholson, Karen Black, Susan Anspach, Lois Smith, and Ralph Waite. The film tells the story of surly oil rig worker Bobby Dupea (Nicholson), whose rootless blue-collar existence belies his privileged youth as a piano prodigy. When Bobby learns that his father is dying, he travels to his family home in Washington to visit him, taking along his uncouth girlfriend (Black)."
m*a*s*h,1970,,,
patton,1970,,https://upload.wikimedia.org/wikipedia/en/f/f2/70_patton.jpg,"Patton is a 1970 American epic biographical war film about U.S. General George S. Patton during World War II. It stars George C. Scott as Patton and Karl Malden as General Omar Bradley. The film was directed by Franklin J. Schaffner from a script by Francis Ford Coppola and Edmund H. North, who based their screenplay on Patton: Ordeal and Triumph by Ladislas Farago and Bradley's memoir, A Soldier's Story."
harold and maude,1971,,https://upload.wikimedia.org/wikipedia/en/5/5f/Harold_and_Maude_%281971_film%29_poster.jpg,"Harold and Maude is a 1971 American romantic black comedy-drama film directed by Hal Ashby and released by Paramount Pictures. It incorporates elements of dark humour and existentialist drama. The plot follows the exploits of Harold Chasen, a young man who is obsessed with death, and who rejects the life his detached mother prescribes for him. Harold develops a friendship, and eventual romantic relationship, with 79-year-old Maude who teaches Harold about the importance of living life to its fullest."
mccabe & mrs miller,1971,,https://upload.wikimedia.org/wikipedia/en/8/89/McCabe_%26_Mrs._Miller.png,"McCabe & Mrs. Miller is a 1971 American revisionist Western film directed by Robert Altman and starring Warren Beatty and Julie Christie. The screenplay by Altman and Brian McKay is based on the 1959 novel McCabe by Edmund Naughton. Set in Washington State during the early 1900s, the film follows a mysterious gambler and alleged shootist (Beatty) who recruits a British madam (Christie) to run a boomtown brothel, later running afoul of powerful business interests."
the last picture show,1971,,https://upload.wikimedia.org/wikipedia/en/8/8f/The_Last_Picture_Show_%28movie_poster%29.jpg,"The Last Picture Show is a 1971 American coming-of-age drama film directed by Peter Bogdanovich and co-written by Bogdanovich and Larry McMurtry, adapted from the 1966 semi-autobiographical novel by McMurtry. The film's ensemble cast includes Timothy Bottoms, Jeff Bridges, Ellen Burstyn, Ben Johnson, Cloris Leachman, Cybill Shepherd, Eileen Brennan, and Randy Quaid. Set in a small town in northern Texas from November 1951 to October 1952, it is a story of two high school seniors and longtime best friends, Sonny Crawford (Bottoms) and Duane Jackson (Bridges)."
the french connection,1971,,https://upload.wikimedia.org/wikipedia/en/b/b8/TheFrenchConnection.jpg,"The French Connection is a 1971 American neo-noir action thriller film directed by William Friedkin and starring Gene Hackman, Roy Scheider, and Fernando Rey. The screenplay, by Ernest Tidyman, is based on Robin Moore's 1969 book of the same name about narcotics detectives Eddie Egan and Sonny Grosso. It tells the story of their fictional counterparts, New York Police Department detectives Jimmy ""Popeye"" Doyle and Buddy ""Cloudy"" Russo, in pursuit of wealthy French heroin smuggler Alain Charnier."
a clockwork orange,1971,,https://upload.wikimedia.org/wikipedia/en/7/73/A_Clockwork_Orange_%281971%29.png,"A Clockwork Orange is a 1971 dystopian crime film written, produced, and directed by Stanley Kubrick. It is based on Anthony Burgess's 1962 novel. The film employs disturbing and violent themes to comment on psychiatry, juvenile delinquency, youth gangs, and broader social, political, and economic issues in a dystopian near-future Britain."
"what's up, doc?",1972,,https://upload.wikimedia.org/wikipedia/en/4/45/What%27s_Up_Doc_poster.jpg,"What's Up, Doc? is a 1972 American screwball comedy film directed by Peter Bogdanovich, and starring Barbra Streisand and Ryan O'Neal. It was intended to pay homage to comedy films of the 1920s, '30s, and '40s, especially Bringing Up Baby and Warner Bros. Bugs Bunny cartoons. The film was very loosely based on the 1971 novel A Glimpse of Tiger by Herman Raucher—only a few character traits were used."
serpico,1973,,https://upload.wikimedia.org/wikipedia/en/e/ef/Serpico_poster.jpg,"Serpico is a 1973 American biographical crime drama film directed by Sidney Lumet and starring Al Pacino in the title role, former New York City police officer Frank Serpico. The screenplay was adapted by Waldo Salt and Norman Wexler from the book written by Peter Maas, with the assistance of its subject. The story details Serpico's struggle with corruption within the New York City Police Department during his eleven years of service, and his work as a whistleblower which led to the investigation by the Knapp Commission."
the sting,1973,,https://upload.wikimedia.org/wikipedia/commons/a/aa/The_Sting_%281973_alt_poster%29.jpeg,"The Sting is a 1973 American caper film. Set in 1936, it involves a complicated plot by two professional grifters to con a mob boss. The film was directed by George Roy Hill, who had directed Newman and Redford in Butch Cassidy and the Sundance Kid (1969). The screenplay by David S. Ward was inspired by real-life cons perpetrated by brothers Fred and Charley Gondorff and documented by David Maurer in his 1940 book The Big Con: The Story of the Confidence Man."
